1, 1, 1306.8204345703125, 393.6851806640625, 365.2325439453125, 173.31976318359375, 0.9819059371948242, -1, -1, -1
1, 2, 417.2976379394531, 211.54287719726562, 198.37673950195312, 255.22515869140625, 0.9618619680404663, -1, -1, -1
1, 3, 583.8972778320312, 253.30569458007812, 88.4984130859375, 123.69207763671875, 0.9339145421981812, -1, -1, -1
1, 4, 696.9742431640625, 291.7540588378906, 112.03619384765625, 68.54171752929688, 0.7446218729019165, -1, -1, -1
2, 1, 1351.059814453125, 399.0586242675781, 377.77587890625, 176.21334838867188, 0.9742685556411743, -1, -1, -1
2, 2, 417.31646728515625, 210.75955200195312, 196.7294921875, 255.55206298828125, 0.9638152122497559, -1, -1, -1
2, 3, 583.146240234375, 253.09152221679688, 89.35333251953125, 123.40213012695312, 0.927738606929779, -1, -1, -1
2, 4, 695.6988525390625, 291.7008361816406, 113.35186767578125, 70.19598388671875, 0.7666596174240112, -1, -1, -1
3, 1, 1403.9952392578125, 404.2883605957031, 378.6529541015625, 177.13583374023438, 0.9720936417579651, -1, -1, -1
3, 2, 417.41912841796875, 210.79994201660156, 198.63616943359375, 255.36436462402344, 0.9665700197219849, -1, -1, -1
3, 3, 583.7105102539062, 253.34613037109375, 88.65899658203125, 123.85308837890625, 0.9260844588279724, -1, -1, -1
3, 4, 694.5740356445312, 291.491455078125, 114.62420654296875, 71.00527954101562, 0.7828288674354553, -1, -1, -1
3, 5, 670.4210815429688, 343.61578369140625, 124.8570556640625, 111.2930908203125, 0.8567276000976562, -1, -1, -1
4, 1, 1446.52587890625, 408.8591003417969, 395.883056640625, 183.43478393554688, 0.9644842147827148, -1, -1, -1
4, 2, 417.5849914550781, 209.42739868164062, 198.71261596679688, 257.7085876464844, 0.9662060737609863, -1, -1, -1
4, 3, 588.3211059570312, 252.2237091064453, 79.95257568359375, 133.94715881347656, 0.893984317779541, -1, -1, -1
4, 4, 694.16015625, 291.1584167480469, 115.06268310546875, 71.10546875, 0.815107524394989, -1, -1, -1
4, 5, 671.98193359375, 341.0648193359375, 122.83843994140625, 102.089111328125, 0.872697651386261, -1, -1, -1
5, 1, 1499.746337890625, 412.80859375, 387.8690185546875, 180.82958984375, 0.9613295793533325, -1, -1, -1
5, 2, 417.716796875, 209.27574157714844, 197.4918212890625, 257.65533447265625, 0.9683563709259033, -1, -1, -1
5, 3, 588.3373413085938, 251.94932556152344, 79.82196044921875, 134.85841369628906, 0.8959363102912903, -1, -1, -1
5, 4, 692.1431884765625, 291.4535217285156, 117.0433349609375, 72.915771484375, 0.8043692708015442, -1, -1, -1
5, 5, 674.2855224609375, 343.07794189453125, 118.58612060546875, 114.39138793945312, 0.869315505027771, -1, -1, -1
5, 6, 808.496337890625, 190.18011474609375, 18.68511962890625, 11.851043701171875, 0.7124471068382263, -1, -1, -1
6, 1, 1549.061279296875, 419.8358154296875, 371.938720703125, 182.8431396484375, 0.9432475566864014, -1, -1, -1
6, 2, 417.75970458984375, 209.65443420410156, 198.7406005859375, 256.86083984375, 0.9658427834510803, -1, -1, -1
6, 3, 588.3882446289062, 252.16802978515625, 79.69512939453125, 134.19235229492188, 0.8907502889633179, -1, -1, -1
6, 4, 689.7428588867188, 291.7486877441406, 118.0118408203125, 78.92483520507812, 0.8313059210777283, -1, -1, -1
6, 5, 671.2168579101562, 344.7867431640625, 125.53118896484375, 113.26422119140625, 0.9410400390625, -1, -1, -1
7, 1, 1604.2447509765625, 429.6513366699219, 314.6212158203125, 172.86831665039062, 0.9776100516319275, -1, -1, -1
